0.0000001	0.0000001	0.086990569	0.228377874	5.038096962	4.78944099	5.071667674
0.0000001	0.0000001	0.132457615	0.367120562	5.038096962	4.780741943	5.057528944
0.0000001	0.0000001	0.173800102	0.504793857	5.038096962	4.767496192	5.034062649
0.0000001	0.0000001	0.20030144	0.612385356	5.038096962	4.750116192	5.000963274
0.0000001	0.0000001	0.204355284	0.667876145	5.038096962	4.730086058	4.959754882
0.0000001	0.0000001	0.183805237	0.660883226	5.038096962	4.709650539	4.913402796
0.0000001	0.0000001	0.141540685	0.593466145	5.038096962	4.691270025	4.865694997
0.0000001	0.0000001	0.084120652	0.478710719	5.038096962	4.677115967	4.820502451
0.0000001	0.0000001	0.020022343	0.336183237	5.038096962	4.668703912	4.781043445
0.0000001	0.0000001	0.0000001	0.185918359	5.038096962	4.666701687	4.749427355
0.069406557	0.011868949	0.0000001	0.043947893	5.038096962	4.666701687	4.730835529
0.192762563	0.044718365	0.0000001	0.0000001	5.043850723	4.667888572	4.72644075
0.283209213	0.07145703	0.0000001	0.0000001	5.058655143	4.672360399	4.72644075
0.34011837	0.092531312	0.0000001	0.0000001	5.079830361	4.679506092	4.72644075
0.366803342	0.108418016	0.0000001	0.0000001	5.104589067	4.688759213	4.72644075
0.368633644	0.119251034	0.0000001	0.0000001	5.130427599	4.699601005	4.72644075
0.351320319	0.124217115	0.0000001	0.0000001	5.15536586	4.711526098	4.72644075
0.319711205	0.121923645	0.0000001	0.0000001	5.178076181	4.723947799	4.72644075
0.277843149	0.11166904	0.0000001	0.0000001	5.197854937	4.736140154	4.72644075
0.229577609	0.094178387	0.0000001	0.0000001	5.214472348	4.747307048	4.72644075
0.178455224	0.071237059	0.0000001	0.0000001	5.22801227	4.756724877	4.72644075
0.127268462	0.044914201	0.000614194	0.0000001	5.238734086	4.763848573	4.72644075
0.078101877	0.017463334	0.045186385	0.0000001	5.246969512	4.768278573	4.726502159
0.032541852	0.0000001	0.086348242	0.0000001	5.253033367	4.765506268	4.731020788
0.0000001	0.0000001	0.121096426	0.0000001	5.256287542	4.756871454	4.739655602
0.0000001	0.0000001	0.147630948	0.0000001	5.256287542	4.744761821	4.751765235
0.0000001	0.0000001	0.164895828	0.002976397	5.256287542	4.729998736	4.76652832
0.0000001	0.0000001	0.172129794	0.02004956	5.256287542	4.713509164	4.782720263
0.0000001	0.0000001	0.16917209	0.038580536	5.256287542	4.696296194	4.797928286
0.0000001	0.0000001	0.15679004	0.057489683	5.256287542	4.679378995	4.810987441
0.0000001	0.0000001	0.13645155	0.073130782	5.256287542	4.663700001	4.820917477
0.0000001	0.0000001	0.109694744	0.081491682	5.256287542	4.650054856	4.827249554
0.0000001	0.0000001	0.077594732	0.079979658	5.256287542	4.639085392	4.83006986
0.015817339	0.0000001	0.040813953	0.067364731	5.256287542	4.631325929	4.829831368
0.089847901	0.0000001	0.00011423	0.04307591	5.257869266	4.627244543	4.82717629
0.182254407	0.0000001	0.0000001	0.007206869	5.266854046	4.62723313	4.822880122
0.29404144	0.0000001	0.0000001	0.0000001	5.285079477	4.62723313	4.822159445
0.42698903	0.0000001	0.0000001	0.0000001	5.314483611	4.62723313	4.822159445
0.58215912	0.0000001	0.0000001	0.0000001	5.357182504	4.62723313	4.822159445
0.757956808	0.0000001	0.0000001	0.0000001	5.415398406	4.62723313	4.822159445
0.950863987	0.0000001	0.0000001	0.0000001	5.491194076	4.62723313	4.822159445
1.157775053	0.000426686	0.0000001	0.0000001	5.586280465	4.62723313	4.822159445
1.375287878	0.035733549	0.0000001	0.0000001	5.702015302	4.627275789	4.822159445
1.596782921	0.087182973	0.0000001	0.0000001	5.835970735	4.630849134	4.822159445
1.812672575	0.156732666	0.0000001	0.0000001	5.98693073	4.639567421	4.822159445
2.014116013	0.246144763	0.0000001	0.0000001	6.15252472	4.655240678	4.822159445
2.195955335	0.358207936	0.0000001	0.0000001	6.329321845	4.679855144	4.822159445
2.357238892	0.496279857	0.0000001	0.0000001	6.513096585	4.715675928	4.822159445
2.499982741	0.662418077	0.0000001	0.0000001	6.699192489	4.765303904	4.822159445
2.627348234	0.85586696	0.0000001	0.0000001	6.882948955	4.831545701	4.822159445
2.742584165	1.07321877	0.0000001	0.0000001	7.060097083	4.917132387	4.822159445
2.848176396	1.309050868	0.0000001	0.0000001	7.227033622	5.024454254	4.822159445
2.944430123	1.555877068	0.007510138	0.0000001	7.380946175	5.155359331	4.822159445
3.029083552	1.80479315	0.077623129	0.0000001	7.519801481	5.310196024	4.822910449
3.09922078	2.047769776	0.161413303	0.0000001	7.642230521	5.482913026	4.830672752
3.153432488	2.279444803	0.261953766	0.0000001	7.747375621	5.671548673	4.846814072
3.192836142	2.49736244	0.382108199	0.0000001	7.83477439	5.873297777	4.873009438
3.221977705	2.70227981	0.523157074	0.0000001	7.90432176	6.084823201	4.911220248
3.248180637	2.897597021	0.683718187	0.0000001	7.95629155	6.302735475	4.963535946
3.278389066	3.086593094	0.860482333	0.0000001	7.991349911	6.524123358	5.031907755
3.316697472	3.26999695	1.049710393	0.130958864	8.010529508	6.746734434	5.117955978
3.364381302	3.445924689	1.247912693	0.309126847	8.01519956	6.96876309	5.209831131
3.42065695	3.610819385	1.451835941	0.502846441	8.007045222	7.188564289	5.303709715
3.482438517	3.759564182	1.658815857	0.706845679	7.988028978	7.404462634	5.398608665
3.544097333	3.885613796	1.867383854	0.91765583	7.960316412	7.614537466	5.493805683
3.599095345	3.982859612	2.076974449	1.133505261	7.926164766	7.81636046	5.588778486
3.642559004	4.048120159	2.286863826	1.352818997	7.887788339	8.006948977	5.683125404
3.672528036	4.082023417	2.495673294	1.573948506	7.847232223	8.18307461	5.776529887
3.689670198	4.088206697	2.70176403	1.796023014	7.806282685	8.341709622	5.868702366
3.696647913	4.072202216	2.903550649	2.019348811	7.766429035	8.480353889	5.959276468
3.697511602	4.040678588	3.099351637	2.24496367	7.728873605	8.597219046	6.047696651
3.696893209	4.000859115	3.287311075	2.473899334	7.694556906	8.691351741	6.133135448
